name,nametype,class,mass (g),discovery,year
Al Huqf 066,Valid,L4,150.057,Found,2007.0
Al Huqf 068,Valid,L3,165.4,Found,2009.0
Al Huqf 070,Valid,L4,2632.8,Found,2009.0
Al Huwaysah 003,Valid,L4-6,273.05,Found,2010.0
Al Huwaysah 006,Valid,L6,16.41,Found,2010.0
Al Huwaysah 007,Valid,L6,1.56,Found,2010.0
Al Huwaysah 011,Valid,L4-5,112.76,Found,2010.0
Al Huwaysah 017,Valid,L6,439.58,Found,2010.0
Alamosa,Valid,L6,1800.0,Found,1937.0
al-Ghanim (stone),Valid,L6,3755.0,Found,1960.0
Alkali Flat,Valid,L5,28.0,Found,2011.0
Allan Hills 03542,Valid,L6,20.4,Found,2003.0
Allan Hills 09001,Valid,L5/6,0.5,Found,2009.0
Allan Hills 09002,Valid,L6,71.6,Found,2009.0
Allan Hills 09003,Valid,L6,15.5,Found,2009.0
Allan Hills 09005,Valid,L5,122.3,Found,2009.0
Allan Hills 09009,Valid,L6,24.8,Found,2009.0
Allan Hills 09010,Valid,L3.4,2.6,Found,2009.0
Allan Hills 09012,Valid,L6,18.1,Found,2009.0
Allan Hills 09013,Valid,L6,25.5,Found,2009.0
Allan Hills 09014,Valid,L5,30.2,Found,2009.0
Allan Hills 10910,Valid,L5,444.1,Found,2010.0
Allan Hills 10911,Valid,L6,218.9,Found,2010.0
Allan Hills 82104,Valid,L5,398.8,Found,1982.0
Allan Hills 82105,Valid,L6,363.3,Found,1982.0
Allan Hills 82107,Valid,L5,9.2,Found,1982.0
Allan Hills 82111,Valid,L6,63.0,Found,1982.0
Allan Hills 82117,Valid,L5,4.2,Found,1982.0
Allan Hills 82118,Valid,L6,110.9,Found,1982.0
Allan Hills 82121,Valid,L6,2.4,Found,1982.0
Allan Hills 82123,Valid,L6,110.8,Found,1982.0
Allan Hills 82125,Valid,L6,178.4,Found,1982.0
Allan Hills 82137,Valid,L5,10.8,Found,1982.0
Allan Hills 82139,Valid,L6,0.2,Found,1982.0
Allan Hills 82140,Valid,L6,0.3,Found,1982.0
Allan Hills 82142,Valid,L6,20.0,Found,1982.0
Allan Hills 83001,Valid,L4,1568.6,Found,1983.0
Allan Hills 83002,Valid,L5,367.1,Found,1983.0
Allan Hills 83004,Valid,L6,813.9,Found,1983.0
Allan Hills 83008,Valid,L3.4-3.7,272.0,Found,1983.0
Allan Hills 83011,Valid,L5,213.3,Found,1983.0
Allan Hills 83017,Valid,L3.5,0.6,Found,1983.0
Allan Hills 83021,Valid,L6,42.4,Found,1983.0
Allan Hills 83023,Valid,L4,4.2,Found,1983.0
Allan Hills 83027,Valid,L6,2.7,Found,1983.0
Allan Hills 83033,Valid,L6,20.7,Found,1983.0
Allan Hills 83038,Valid,L3.8,86.5,Found,1983.0
Allan Hills 83041,Valid,L6,0.3,Found,1983.0
Allan Hills 83043,Valid,L6,2.7,Found,1983.0
Allan Hills 83045,Valid,L5,1.6,Found,1983.0
Allan Hills 83048,Valid,L5,2.3,Found,1983.0
Allan Hills 83052,Valid,L6,52.8,Found,1983.0
Allan Hills 83058,Valid,L6,29.2,Found,1983.0
Allan Hills 83063,Valid,L6,16.9,Found,1983.0
Allan Hills 83067,Valid,L6,95.8,Found,1983.0
Allan Hills 83069,Valid,L5,78.2,Found,1983.0
Allan Hills 83101,Valid,L6,639.2,Found,1983.0
Allan Hills 83105,Valid,L6,0.7,Found,1983.0
Allan Hills 84002,Valid,L6,7554.0,Found,1984.0
Allan Hills 84005,Valid,L5,12000.0,Found,1984.0
Allan Hills 84056,Valid,L6,2140.3,Found,1984.0
Allan Hills 84057,Valid,L6,368.2,Found,1984.0
Allan Hills 84058,Valid,L6,2002.5,Found,1984.0
Allan Hills 84061,Valid,L6,676.4,Found,1984.0
Allan Hills 84062,Valid,L6,958.2,Found,1984.0
Allan Hills 84063,Valid,L5,759.6,Found,1984.0
Allan Hills 84065,Valid,L6,1641.7,Found,1984.0
Allan Hills 84066,Valid,L6,355.8,Found,1984.0
Allan Hills 84070,Valid,L6,3951.7,Found,1984.0
Allan Hills 84072,Valid,L6,720.9,Found,1984.0
Allan Hills 84079,Valid,L6,749.6,Found,1984.0
Allan Hills 84080,Valid,L6,286.8,Found,1984.0
Allan Hills 84086,Valid,L3.8,234.0,Found,1984.0
Allan Hills 84087,Valid,L6,314.6,Found,1984.0
Allan Hills 84090,Valid,L6,201.8,Found,1984.0
Allan Hills 84092,Valid,L6,213.9,Found,1984.0
Allan Hills 84095,Valid,L6,276.8,Found,1984.0
Allan Hills 84097,Valid,L6,388.7,Found,1984.0
Allan Hills 84102,Valid,L6,213.9,Found,1984.0
Allan Hills 84104,Valid,L6,201.1,Found,1984.0
Allan Hills 84106,Valid,L6,94.7,Found,1984.0
Allan Hills 84112,Valid,L6,145.8,Found,1984.0
Allan Hills 84120,Valid,L3.8,129.0,Found,1984.0
Allan Hills 84127,Valid,L6,83.8,Found,1984.0
Allan Hills 84129,Valid,L6,37.6,Found,1984.0
Allan Hills 84130,Valid,L6,45.1,Found,1984.0
Allan Hills 84132,Valid,L6,157.8,Found,1984.0
Allan Hills 84134,Valid,L6,113.4,Found,1984.0
Allan Hills 84140,Valid,L6,164.0,Found,1984.0
Allan Hills 84141,Valid,L6,130.3,Found,1984.0
Allan Hills 84142,Valid,L6,78.5,Found,1984.0
Allan Hills 84143,Valid,L6,74.3,Found,1984.0
Allan Hills 84160,Valid,L6,53.9,Found,1984.0
Allan Hills 84164,Valid,L6,101.4,Found,1984.0
Allan Hills 84166,Valid,L6,39.0,Found,1984.0
Allan Hills 84169,Valid,L6,98.4,Found,1984.0
Allan Hills 84173,Valid,L6,1.7,Found,1984.0
Allan Hills 84174,Valid,L6,32.2,Found,1984.0
Allan Hills 84177,Valid,L5,7.3,Found,1984.0
Allan Hills 84181,Valid,L6,32.9,Found,1984.0
Allan Hills 84182,Valid,L6,14.2,Found,1984.0
Allan Hills 84193,Valid,L6,9.4,Found,1984.0
Allan Hills 84195,Valid,L4,2.1,Found,1984.0
Allan Hills 84197,Valid,L6,8.2,Found,1984.0
Allan Hills 84203,Valid,L6,8.8,Found,1984.0
Allan Hills 84205,Valid,L3.9,25.2,Found,1984.0
Allan Hills 84207,Valid,L6,4.5,Found,1984.0
Allan Hills 84209,Valid,L5,5.5,Found,1984.0
Allan Hills 84210,Valid,L6,8.8,Found,1984.0
Allan Hills 84212,Valid,L6,7.1,Found,1984.0
Allan Hills 84218,Valid,L6,33.0,Found,1984.0
Allan Hills 84219,Valid,L6,9.8,Found,1984.0
Allan Hills 84229,Valid,L6,6.9,Found,1984.0
Cumulus Hills 04045,Valid,L6,31.6,Found,2003.0
Allan Hills 84231,Valid,L6,42.6,Found,1984.0
Allan Hills 84234,Valid,L6,3.9,Found,1984.0
Allan Hills 84238,Valid,L6,1.9,Found,1984.0
Allan Hills 84244,Valid,L6,33.5,Found,1984.0
Allan Hills 84247,Valid,L6,49.6,Found,1984.0
Allan Hills 84256,Valid,L6,3.0,Found,1984.0
Allan Hills 84258,Valid,L5,2.6,Found,1984.0
Allan Hills 84261,Valid,L6,5.1,Found,1984.0
Allan Hills 84264,Valid,L6,137.6,Found,1984.0
Cumulus Hills 04046,Valid,L5,9.0,Found,2003.0
Allan Hills 85014,Valid,L6,75.0,Found,1985.0
Allan Hills 85016,Valid,L6,1412.0,Found,1985.0
Allan Hills 85017,Valid,L6,2361.4,Found,1985.0
Allan Hills 85022,Valid,L6,951.5,Found,1985.0
Allan Hills 85026,Valid,L6,817.1,Found,1985.0
Allan Hills 85027,Valid,L6,370.4,Found,1985.0
Allan Hills 85029,Valid,L6,388.8,Found,1985.0
Allan Hills 85033,Valid,L4,249.8,Found,1985.0
Allan Hills 85034,Valid,L6,343.9,Found,1985.0
Allan Hills 85039,Valid,L6,140.2,Found,1985.0
Allan Hills 85040,Valid,L6,95.7,Found,1985.0
Allan Hills 85045,Valid,L3.8,145.0,Found,1985.0
Allan Hills 85046,Valid,L6,148.9,Found,1985.0
Allan Hills 85047,Valid,L6,4.2,Found,1985.0
Allan Hills 85049,Valid,L6,4.8,Found,1985.0
Allan Hills 85050,Valid,L6,0.9,Found,1985.0
Allan Hills 85053,Valid,L4,0.5,Found,1985.0
Allan Hills 85058,Valid,L4,0.3,Found,1985.0
Allan Hills 85060,Valid,L6,0.5,Found,1985.0
Allan Hills 85061,Valid,L6,2.0,Found,1985.0
Allan Hills 85063,Valid,L6,12.7,Found,1985.0
Allan Hills 85064,Valid,L6,3.7,Found,1985.0
Allan Hills 85065,Valid,L6,9.7,Found,1985.0
Allan Hills 85070,Valid,L3.6,12.9,Found,1985.0
Allan Hills 85075,Valid,L6,36.4,Found,1985.0
Allan Hills 85076,Valid,L6,78.3,Found,1985.0
Allan Hills 85078,Valid,L6,1.2,Found,1985.0
Allan Hills 85080,Valid,L6,54.2,Found,1985.0
Allan Hills 85082,Valid,L6,19.4,Found,1985.0
Allan Hills 85083,Valid,L6,92.9,Found,1985.0
Allan Hills 85087,Valid,L6,11.3,Found,1985.0
Allan Hills 85090,Valid,L6,10.5,Found,1985.0
Allan Hills 85092,Valid,L5,25.6,Found,1985.0
Allan Hills 85093,Valid,L6,11.5,Found,1985.0
Allan Hills 85095,Valid,L6,32.5,Found,1985.0
Allan Hills 85096,Valid,L6,3.1,Found,1985.0
Allan Hills 85101,Valid,L6,8.1,Found,1985.0
Allan Hills 85103,Valid,L6,86.9,Found,1985.0
Allan Hills 85105,Valid,L6,12.4,Found,1985.0
Allan Hills 85112,Valid,L6,23.0,Found,1985.0
Allan Hills 85113,Valid,L6,39.9,Found,1985.0
Allan Hills 85115,Valid,L6,21.9,Found,1985.0
Allan Hills 85118,Valid,L5,48.0,Found,1985.0
Allan Hills 85123,Valid,L5,15.3,Found,1985.0
Allan Hills 85124,Valid,L6,63.5,Found,1985.0
Allan Hills 85131,Valid,L6,34.2,Found,1985.0
Allan Hills 85132,Valid,L6,49.3,Found,1985.0
Allan Hills 85147,Valid,L6,3.0,Found,1985.0
Allan Hills 85149,Valid,L6,16.9,Found,1985.0
Allan Hills 85150,Valid,L5,13.0,Found,1985.0
Allan Hills 85155,Valid,L3.7,18.5,Found,1985.0
Allan Hills 85157,Valid,L6,20.1,Found,1985.0
Allan Hills 86600,Valid,L6,411.1,Found,1986.0
Allan Hills 86602,Valid,L6,264.5,Found,1986.0
Allan Hills 86604,Valid,L6,12.8,Found,1986.0
Allan Hills 86605,Valid,L6,12.3,Found,1986.0
Allan Hills 86608,Valid,L6,9.8,Found,1986.0
Allan Hills 86609,Valid,L6,7.8,Found,1986.0
Allan Hills 86610,Valid,L5,0.8,Found,1986.0
Allan Hills 87900,Valid,L6,8000.0,Found,1987.0
Allan Hills 87902,Valid,L6,77.3,Found,1987.0
Allan Hills 87903,Valid,L4,32.2,Found,1987.0
Allan Hills 87904,Valid,L4,27.2,Found,1987.0
Allan Hills 87905,Valid,L6,28.3,Found,1987.0
Allan Hills 88002,Valid,L4,358.4,Found,1988.0
Allan Hills 88003,Valid,L4,341.0,Found,1988.0
Allan Hills 88005,Valid,L6,282.0,Found,1988.0
Allan Hills 88006,Valid,L4,233.0,Found,1988.0
Allan Hills 88012,Valid,L6,102.5,Found,1988.0
Allan Hills 88015,Valid,L6,83.7,Found,1988.0
Allan Hills 88023,Valid,L6,44.0,Found,1988.0
Allan Hills 88024,Valid,L6,37.9,Found,1988.0
Allan Hills 88041,Valid,L5,23.5,Found,1988.0
Allan Hills 88044,Valid,L3.4,21.0,Found,1988.0
Allan Hills 88062,Valid,L5,13.8,Found,1988.0
Allan Hills 88084,Valid,L6,11.51,Found,1988.0
Allan Hills 88089,Valid,L6,9.16,Found,1988.0
Allan Hills 88105,Valid,L3,7.38,Found,1988.0
Allan Hills 88109,Valid,L6,7.19,Found,1988.0
Allan Hills 90400,Valid,L6,36.3,Found,1990.0
Allan Hills 90404,Valid,L6,36.6,Found,1990.0
Allan Hills 90405,Valid,L4,210.4,Found,1990.0
Allan Hills 90409,Valid,L6,0.8,Found,1990.0
Allan Hills 90411,Valid,L3.7,5836.5,Found,1990.0
Allan Hills 94002,Valid,L6,8.9,Found,1994.0
Allan Hills 94007,Valid,L3.4,1.2,Found,1994.0
Allan Hills 94009,Valid,L6,25.3,Found,1994.0
Allan Hills 94010,Valid,L6,8.0,Found,1994.0
Allan Hills 94011,Valid,L6,2.4,Found,1994.0
Allan Hills 94012,Valid,L4,9.0,Found,1994.0
Allan Hills 94013,Valid,L6,10.6,Found,1994.0
Allan Hills 94014,Valid,L6,22.9,Found,1994.0
Allan Hills 94015,Valid,L6,8.1,Found,1994.0
Allan Hills 94016,Valid,L6,9.8,Found,1994.0
Allan Hills 94017,Valid,L6,9.6,Found,1994.0
Allan Hills 94018,Valid,L6,36.3,Found,1994.0
Allan Hills 94019,Valid,L6,6.1,Found,1994.0
Allan Hills 94020,Valid,L6,14.3,Found,1994.0
Allan Hills 95100,Valid,L6,19.3,Found,1995.0
Allan Hills 95101,Valid,L6,12.2,Found,1995.0
Allan Hills 95102,Valid,L6,7.0,Found,1995.0
Allan Hills 95103,Valid,L6,12.9,Found,1995.0
Allan Hills 95107,Valid,L6,26.2,Found,1995.0
Allan Hills 95109,Valid,L6,20.3,Found,1995.0
Allan Hills 97100,Valid,L6,342.8,Found,1997.0
Allan Hills 99502,Valid,L5,13.7,Found,1999.0
Allan Hills A76001,Valid,L6,20151.0,Found,1976.0
Allan Hills A76003,Valid,L6,10495.0,Found,1976.0
Allan Hills A76007,Valid,L6,410.0,Found,1976.0
Allan Hills A76009,Valid,L6,407000.0,Found,1976.0
Allan Hills A77001,Valid,L6,252.0,Found,1977.0
Allan Hills A77002,Valid,L5,235.2,Found,1977.0
Allan Hills A77008,Valid,L6,93.0,Found,1977.0
Allan Hills A77011,Valid,L3.5,291.5,Found,1977.0
Allan Hills A77013,Valid,L3.6,23.0,Found,1977.0
Allan Hills A77015,Valid,L3.5,411.1,Found,1977.0
Allan Hills A77019,Valid,L6,59.8,Found,1977.0
Allan Hills A77026,Valid,L6,20.3,Found,1977.0
Allan Hills A77027,Valid,L6,3.7,Found,1977.0
Allan Hills A77028,Valid,L6,0.53,Found,1977.0
Allan Hills A77031,Valid,L3.5,0.5,Found,1977.0
Allan Hills A77032,Valid,L3,6.74,Found,1977.0
Allan Hills A77033,Valid,L3.5,9.3,Found,1977.0
Allan Hills A77034,Valid,L3.5,1.8,Found,1977.0
Allan Hills A77036,Valid,L3.5,8.5,Found,1977.0
Allan Hills A77040,Valid,L3,2.3,Found,1977.0
Allan Hills A77043,Valid,L3.5,11.4,Found,1977.0
Allan Hills A77047,Valid,L3.5,20.5,Found,1977.0
Allan Hills A77049,Valid,L3.5,7.3,Found,1977.0
Allan Hills A77050,Valid,L3.6,84.2,Found,1977.0
Allan Hills A77052,Valid,L3.5,112.2,Found,1977.0
Allan Hills A77069,Valid,L6,0.8,Found,1977.0
Allan Hills A77080,Valid,L3,1.14,Found,1977.0
Allan Hills A77089,Valid,L6,7.8,Found,1977.0
Allan Hills A77115,Valid,L3.5,154.4,Found,1977.0
Allan Hills A77117,Valid,L5,20.8,Found,1977.0
Allan Hills A77127,Valid,L5,3.8,Found,1977.0
Allan Hills A77140,Valid,L3.5,78.6,Found,1977.0
Allan Hills A77150,Valid,L6,58.3,Found,1977.0
Allan Hills A77155,Valid,L6,305.3,Found,1977.0
Allan Hills A77159,Valid,L6,17.0,Found,1977.0
Allan Hills A77160,Valid,L3.5,70.42,Found,1977.0
Allan Hills A77162,Valid,L6,29.0,Found,1977.0
Allan Hills A77163,Valid,L3.5,24.3,Found,1977.0
Allan Hills A77164,Valid,L3.5,38.14,Found,1977.0
Allan Hills A77165,Valid,L3.5,30.5,Found,1977.0
Allan Hills A77166,Valid,L3.5,138.8,Found,1977.0
Allan Hills A77167,Valid,L3.4,611.2,Found,1977.0
Allan Hills A77169,Valid,L6,7.34,Found,1977.0
Allan Hills A77170,Valid,L3.5,12.2,Found,1977.0
Allan Hills A77175,Valid,L3.5,23.3,Found,1977.0
Allan Hills A77176,Valid,L3.2,55.4,Found,1977.0
Allan Hills A77178,Valid,L3.5,5.7,Found,1977.0
Allan Hills A77180,Valid,L6,190.8,Found,1977.0
Allan Hills A77185,Valid,L3.5,28.0,Found,1977.0
Allan Hills A77196,Valid,L6,5.15,Found,1977.0
Allan Hills A77197,Valid,L3.7,20.3,Found,1977.0
Allan Hills A77198,Valid,L6,7.3,Found,1977.0
Allan Hills A77211,Valid,L3.5,26.7,Found,1977.0
Allan Hills A77214,Valid,L3.4,2111.0,Found,1977.0
Allan Hills A77215,Valid,L3.8,819.6,Found,1977.0
Allan Hills A77216,Valid,L3.7-3.9,1470.0,Found,1977.0
Allan Hills A77217,Valid,L3,413.2,Found,1977.0
Allan Hills A77218,Valid,L5,45.1,Found,1977.0
Allan Hills A77230,Valid,L4,2473.0,Found,1977.0
Allan Hills A77231,Valid,L6,9270.0,Found,1977.0
Allan Hills A77241,Valid,L3.5,144.1,Found,1977.0
Allan Hills A77244,Valid,L3.5,39.5,Found,1977.0
Allan Hills A77249,Valid,L3.5,503.6,Found,1977.0
Allan Hills A77251,Valid,L6,68.8,Found,1977.0
Allan Hills A77252,Valid,L3-6,343.1,Found,1977.0
Allan Hills A77254,Valid,L5,245.8,Found,1977.0
Allan Hills A77260,Valid,L3.5,744.3,Found,1977.0
Allan Hills A77261,Valid,L6,411.7,Found,1977.0
Allan Hills A77267,Valid,L5,103.5,Found,1977.0
Allan Hills A77269,Valid,L6,1045.0,Found,1977.0
Allan Hills A77270,Valid,L6,588.9,Found,1977.0
Allan Hills A77272,Valid,L6,674.1,Found,1977.0
Allan Hills A77273,Valid,L6,492.0,Found,1977.0
Allan Hills A77277,Valid,L6,142.7,Found,1977.0
Allan Hills A77280,Valid,L6,3226.0,Found,1977.0
Allan Hills A77281,Valid,L6,1231.0,Found,1977.0
Allan Hills A77282,Valid,L6,4127.1,Found,1977.0
Allan Hills A77284,Valid,L6,376.2,Found,1977.0
Allan Hills A77292,Valid,L6,199.6,Found,1977.0
Allan Hills A77293,Valid,L6,109.7,Found,1977.0
Allan Hills A77296,Valid,L6,963.3,Found,1977.0
Allan Hills A77297,Valid,L6,951.6,Found,1977.0
Allan Hills A77301,Valid,L6,54.9,Found,1977.0
Allan Hills A77303,Valid,L3.5,78.6,Found,1977.0
Allan Hills A77305,Valid,L6,6444.0,Found,1977.0
Allan Hills A78003,Valid,L6,124.8,Found,1978.0
Allan Hills A78011,Valid,L3,4.84,Found,1977.0
Allan Hills A78013,Valid,L3.5,4.1,Found,1978.0
Allan Hills A78014,Valid,L3,6.95,Found,1977.0
Allan Hills A78015,Valid,L3.2,34.9,Found,1978.0
Allan Hills A78017,Valid,L3.5,2.9,Found,1978.0
Allan Hills A78037,Valid,L3.5,0.5,Found,1978.0
Allan Hills A78038,Valid,L3.4,363.0,Found,1978.0
Allan Hills A78039,Valid,L6,299.0,Found,1978.0
Allan Hills A78041,Valid,L3.4,117.5,Found,1978.0
Allan Hills A78042,Valid,L6,214.1,Found,1978.0
Allan Hills A78043,Valid,L6,680.0,Found,1978.0
Allan Hills A78044,Valid,L4,164.1,Found,1978.0
Allan Hills A78045,Valid,L6,396.5,Found,1978.0
Allan Hills A78046,Valid,L3,70.0,Found,1978.0
Allan Hills A78048,Valid,L6,190.6,Found,1978.0
Allan Hills A78050,Valid,L6,1045.0,Found,1978.0
Allan Hills A78055,Valid,L6,13.7,Found,1978.0
Allan Hills A78059,Valid,L6,9.1,Found,1978.0
Allan Hills A78068,Valid,L6,3.19,Found,1977.0
Allan Hills A78070,Valid,L4,10.0,Found,1978.0
Allan Hills A78074,Valid,L6,200.2,Found,1978.0
Allan Hills A78078,Valid,L6,290.3,Found,1978.0
Allan Hills A78101,Valid,L6,121.2,Found,1978.0
Allan Hills A78103,Valid,L6,589.7,Found,1978.0
Allan Hills A78104,Valid,L6,672.4,Found,1978.0
Allan Hills A78105,Valid,L6,941.7,Found,1978.0
Allan Hills A78106,Valid,L6,464.5,Found,1978.0
Allan Hills A78112,Valid,L6,2485.0,Found,1978.0
Allan Hills A78114,Valid,L6,808.1,Found,1978.0
Allan Hills A78125,Valid,L6,18.8,Found,1978.0
Allan Hills A78126,Valid,L6,606.9,Found,1978.0
Allan Hills A78127,Valid,L6,194.5,Found,1978.0
Allan Hills A78130,Valid,L6,2733.0,Found,1978.0
Allan Hills A78131,Valid,L6,268.8,Found,1978.0
Allan Hills A78133,Valid,L3.5,59.9,Found,1978.0
Allan Hills A78142,Valid,L5,31.5,Found,1978.0
Allan Hills A78156,Valid,L6,8.6,Found,1978.0
Allan Hills A78161,Valid,L6,3.0,Found,1977.0
Allan Hills A78162,Valid,L3.4,33.2,Found,1978.0
Allan Hills A78170,Valid,L3.2,20.9,Found,1978.0
Allan Hills A78171,Valid,L6,22.5,Found,1978.0
Allan Hills A78176,Valid,L3.4,8.2,Found,1978.0
Allan Hills A78180,Valid,L3.5,7.9,Found,1978.0
Allan Hills A78185,Valid,L6,5.77,Found,1977.0
Allan Hills A78186,Valid,L3.5,3.1,Found,1978.0
Allan Hills A78187,Valid,L6,3.67,Found,1977.0
Allan Hills A78188,Valid,L3.5,0.9,Found,1978.0
Allan Hills A78235,Valid,L3.4,19.2,Found,1978.0
Allan Hills A78236,Valid,L3.5,14.4,Found,1978.0
Allan Hills A78237,Valid,L3,13.27,Found,1977.0
Allan Hills A78238,Valid,L3.5,9.8,Found,1978.0
Allan Hills A78239,Valid,L3.4,16.0,Found,1978.0
Allan Hills A78243,Valid,L3.5,1.9,Found,1978.0
Allan Hills A78250,Valid,L3,2.87,Found,1977.0
Allan Hills A78251,Valid,L6,1312.0,Found,1978.0
Allan Hills A78260,Valid,L6,2.72,Found,1977.0
Allan Hills A79001,Valid,L3.5,32.3,Found,1979.0
Allan Hills A79007,Valid,L6,142.3,Found,1979.0
Cumulus Hills 04053,Valid,L5,1310.6,Found,2004.0
Allan Hills A79018,Valid,L6,120.7,Found,1979.0
Allan Hills A79022,Valid,L3.7-4,31.4,Found,1979.0
Allan Hills A79027,Valid,L6,133.2,Found,1979.0
Allan Hills A79033,Valid,L6,280.8,Found,1979.0
Allan Hills A79043,Valid,L6,62.2,Found,1979.0
Allan Hills A79045,Valid,L3.5,115.4,Found,1979.0
Allan Hills A79052,Valid,L6,22.6,Found,1979.0
Allan Hills A80101,Valid,L6,8725.0,Found,1980.0
Allan Hills A80103,Valid,L6,535.9,Found,1980.0
Allan Hills A80105,Valid,L6,445.1,Found,1980.0
Allan Hills A80107,Valid,L6,177.8,Found,1980.0
Allan Hills A80108,Valid,L6,124.5,Found,1980.0
Allan Hills A80110,Valid,L6,167.6,Found,1980.0
Allan Hills A80112,Valid,L6,330.7,Found,1980.0
Allan Hills A80113,Valid,L6,312.6,Found,1980.0
Allan Hills A80114,Valid,L6,232.8,Found,1980.0
Allan Hills A80115,Valid,L6,306.0,Found,1980.0
Allan Hills A80116,Valid,L6,191.2,Found,1980.0
Allan Hills A80117,Valid,L6,89.0,Found,1980.0
Allan Hills A80119,Valid,L6,33.7,Found,1980.0
Allan Hills A80120,Valid,L6,60.1,Found,1980.0
Allan Hills A80125,Valid,L6,139.2,Found,1980.0
Allan Hills A80133,Valid,L3.5,3.6,Found,1980.0
Allan Hills A81016,Valid,L6,3850.2,Found,1981.0
Allan Hills A81017,Valid,L5,1434.4,Found,1981.0
Allan Hills A81018,Valid,L5,2236.9,Found,1981.0
Allan Hills A81023,Valid,L5,418.3,Found,1981.0
Allan Hills A81025,Valid,L3.6,379.0,Found,1981.0
Allan Hills A81026,Valid,L6,515.5,Found,1981.0
Allan Hills A81027,Valid,L6,3835.3,Found,1981.0
Allan Hills A81028,Valid,L6,80.1,Found,1981.0
Allan Hills A81029,Valid,L6,153.0,Found,1981.0
Allan Hills A81030,Valid,L3.4,1851.6,Found,1981.0
Allan Hills A81031,Valid,L3.4,1594.9,Found,1981.0
Allan Hills A81032,Valid,L3.4,726.8,Found,1981.0
Allan Hills A81040,Valid,L4,194.5,Found,1981.0
Allan Hills A81053,Valid,L3.5,2.5,Found,1981.0
Allan Hills A81060,Valid,L3.5,28.3,Found,1981.0
Allan Hills A81061,Valid,L3.5,23.7,Found,1981.0
Allan Hills A81065,Valid,L3.5,13.1,Found,1981.0
Allan Hills A81066,Valid,L3.5,8.7,Found,1981.0
Allan Hills A81069,Valid,L3.5,7.2,Found,1981.0
Allan Hills A81085,Valid,L3.5,16.2,Found,1981.0
Allan Hills A81087,Valid,L3.5,8.4,Found,1981.0
Allan Hills A81099,Valid,L6,151.6,Found,1981.0
Allan Hills A81106,Valid,L6,48.3,Found,1981.0
Allan Hills A81107,Valid,L6,139.6,Found,1981.0
Allan Hills A81119,Valid,L4,107.4,Found,1981.0
Allan Hills A81121,Valid,L3.5,88.4,Found,1981.0
Allan Hills A81122,Valid,L6,20.9,Found,1981.0
Allan Hills A81131,Valid,L6,12.9,Found,1981.0
Allan Hills A81145,Valid,L3.2,21.1,Found,1981.0
Allan Hills A81150,Valid,L6,1.9,Found,1981.0
Allan Hills A81153,Valid,L5,4.2,Found,1981.0
Allan Hills A81156,Valid,L3.5,19.7,Found,1981.0
Allan Hills A81159,Valid,L6,10.3,Found,1981.0
Allan Hills A81162,Valid,L3.2,59.4,Found,1981.0
Allan Hills A81167,Valid,L6,58.5,Found,1981.0
Allan Hills A81172,Valid,L6,33.4,Found,1981.0
Allan Hills A81181,Valid,L6,15.0,Found,1981.0
Allan Hills A81184,Valid,L4,16.7,Found,1981.0
Allan Hills A81190,Valid,L3,48.3,Found,1981.0
Allan Hills A81191,Valid,L3,30.4,Found,1981.0
Allan Hills A81198,Valid,L5,0.5,Found,1981.0
Allan Hills A81203,Valid,L6,3.8,Found,1981.0
Allan Hills A81205,Valid,L6,2.8,Found,1981.0
Allan Hills A81214,Valid,L3.5,4.4,Found,1981.0
Allan Hills A81217,Valid,L6,5.4,Found,1981.0
Allan Hills A81221,Valid,L6,9.2,Found,1981.0
Allan Hills A81229,Valid,L3.3,40.0,Found,1981.0
Allan Hills A81235,Valid,L6,6.7,Found,1981.0
Allan Hills A81243,Valid,L3.5,15.0,Found,1981.0
Allan Hills A81247,Valid,L6,104.2,Found,1981.0
Allan Hills A81257,Valid,L6,28.7,Found,1981.0
Allan Hills A81259,Valid,L3.4,9.9,Found,1981.0
Allan Hills A81262,Valid,L6,55.5,Found,1981.0
Allan Hills A81266,Valid,L6,12.3,Found,1981.0
Allan Hills A81272,Valid,L3,22.9,Found,1981.0
Allan Hills A81278,Valid,L6,1.1,Found,1981.0
Allan Hills A81280,Valid,L3,54.9,Found,1981.0
Allan Hills A81282,Valid,L6,31.1,Found,1981.0
Cumulus Hills 04056,Valid,L6,2291.6,Found,2004.0
Allan Hills A81289,Valid,L6,4.2,Found,1981.0
Allan Hills A81292,Valid,L3,12.9,Found,1981.0
Allan Hills A81299,Valid,L3,0.5,Found,1981.0
Allan Hills A81304,Valid,L6,42.1,Found,1981.0
Allan Hills A81307,Valid,L6,56.9,Found,1981.0
Allan Hills A81311,Valid,L6,0.9,Found,1981.0
Allred,Valid,L4,6570.0,Found,1978.0
Almelo Township,Valid,L5,3180.0,Found,1949.0
Amber,Valid,L6,4532.0,Found,1934.0
Amherst,Valid,L6,8500.0,Found,1947.0
Andryushki,Valid,L6,26.6,Found,1898.0
Anson,Valid,L6,3900.0,Found,1972.0
Anthony Gap,Valid,L6,347.36,Found,2011.0
Apex,Valid,L6,6.1,Found,1938.0
Arapahoe,Valid,L5,19083.0,Found,1940.0
Ararki,Valid,L5,4460.0,Found,2001.0
Arches,Valid,L5,534.0,Found,2001.0
Armel,Valid,L5,9200.0,Found,1967.0
